Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
M. Pedersen,FC Augsburg,"LB, LWB",Denmark,68,74,1800000,8000,23,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),2200000,65,43,48,65,46,70,55,37,62,68,84,85,79,62,78,58,90,78,58,34,64,61,68,63,41,57,60,63,60,8,8,7,9,11
C. Lenz,1. FC Union Berlin,"LB, LM",Germany,70,73,1900000,14000,25,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),3800000,69,35,49,71,31,66,65,60,59,71,67,69,69,68,72,52,69,70,66,38,61,67,41,41,35,69,67,69,67,13,11,11,10,9
P. Klement,VfB Stuttgart,"CAM, CM, RM",Germany,70,70,1700000,13000,27,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),3400000,74,63,49,72,58,74,79,79,69,73,65,45,83,70,82,73,68,75,48,70,53,56,67,73,65,65,37,30,34,16,14,14,10,10
M. Cuisance,FC Bayern München,CM,France,71,82,4100000,27000,20,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),7400000,79,59,49,78,63,75,85,75,73,74,76,66,83,66,75,78,58,64,47,78,57,48,61,76,61,62,49,61,55,9,14,11,8,15
N. Gießelmann,1. FC Union Berlin,"LB, LWB",Germany,71,71,1700000,18000,28,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),3600000,72,45,62,68,59,64,66,70,64,70,69,69,67,68,67,68,83,77,74,57,72,67,58,57,55,69,66,70,71,10,13,10,14,7
L. Bénes,Borussia Mönchengladbach,"CM, CAM",Slovakia,73,79,4900000,24000,22,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),10500000,76,64,38,79,75,74,78,74,77,77,67,52,76,73,77,78,59,70,59,76,52,49,66,77,63,60,37,50,47,12,10,9,9,9
R. Doan,DSC Arminia Bielefeld,"RM, CAM",Japan,73,81,7000000,13000,22,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),,70,66,45,72,59,75,67,67,68,78,78,73,86,70,92,76,40,76,56,74,41,41,61,76,58,72,39,36,42,8,5,6,13,14
Kwon Chang Hoon,Sport-Club Freiburg,"RM, CF",Korea Republic,74,75,5000000,22000,26,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),12200000,74,71,64,75,63,76,75,66,68,77,75,65,85,76,84,69,53,68,48,75,71,57,70,75,55,76,41,52,51,7,16,9,8,8
K. Stafylidis,TSG Hoffenheim,"LB, LWB",Greece,74,74,4200000,26000,26,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),8500000,73,48,50,73,68,71,76,81,73,73,75,75,73,71,75,89,70,70,71,83,85,65,41,41,46,68,73,76,77,11,7,15,10,14
Y. Gerhardt,VfL Wolfsburg,CM,Germany,75,78,7500000,38000,26,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),14200000,72,66,57,77,57,76,69,55,73,78,67,64,68,77,66,77,64,76,75,64,74,74,73,76,50,72,76,73,74,13,13,7,11,6
D. Didavi,VfB Stuttgart,"CAM, CF, CM",Germany,75,75,5500000,23000,30,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),11700000,75,74,58,76,76,76,78,79,71,80,69,71,71,74,73,86,75,64,75,83,65,49,74,69,65,78,36,59,49,12,11,10,14,6
O. Wendt,Borussia Mönchengladbach,LB,Sweden,75,75,2100000,30000,34,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),3900000,79,56,66,76,50,73,76,60,70,76,65,59,67,78,70,75,68,73,67,64,72,77,73,73,65,75,75,74,73,9,12,10,13,11
M. Plattenhardt,Hertha BSC,LB,Germany,76,76,7000000,38000,28,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),11100000,86,43,60,76,54,74,87,85,69,75,69,64,67,75,73,79,72,75,74,59,66,72,65,65,61,68,75,76,75,15,6,15,13,16
D. Alaba,FC Bayern München,"CB, LB",Austria,84,84,36500000,105000,28,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),45400000,80,60,76,85,67,77,77,85,79,83,78,77,76,88,77,82,83,75,76,78,74,84,73,78,79,84,85,83,82,5,7,14,15,9
L. Fahrnberger,Eintracht Frankfurt,CM,Austria,55,68,300000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),349000,47,45,51,60,42,57,50,52,57,53,55,64,59,58,67,57,65,57,51,43,61,49,46,59,49,46,51,58,57,9,6,9,6,10
J. Albrecht,Hertha BSC,"CDM, CM",Germany,56,73,350000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),419000,49,50,50,64,53,60,55,46,59,62,54,55,67,49,65,58,54,45,58,50,50,51,51,57,47,55,51,57,52,11,6,12,14,6
M. Papela,1. FSV Mainz 05,"CM, RB",Germany,57,74,425000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),534000,59,40,48,60,50,57,45,41,63,58,63,64,70,57,79,68,60,58,40,43,65,50,60,55,42,48,54,58,56,7,9,15,11,14
F. Schneider,1. FC Union Berlin,"CM, CAM",Germany,58,75,500000,600,17,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),606000,50,51,53,63,49,58,43,33,59,61,55,62,56,58,59,63,55,60,62,53,62,45,57,54,54,47,51,60,61,15,14,12,12,10
M. Bogarde,TSG Hoffenheim,"CB, CDM",Netherlands,58,80,625000,1000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),743000,25,25,45,62,35,61,33,30,50,58,60,60,67,51,74,40,72,67,56,30,49,64,25,56,35,58,59,64,61,7,9,14,10,14
J. Consbruch,DSC Arminia Bielefeld,"CM, CDM",Germany,58,77,525000,1000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),606000,37,41,39,62,39,59,48,39,63,64,67,64,78,52,82,47,66,66,29,50,50,49,49,50,43,47,46,58,59,11,9,8,7,11
N. Niemann,DSC Arminia Bielefeld,"ST, CAM",Germany,58,75,550000,3000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),667000,53,59,33,63,54,67,51,34,49,64,79,77,90,58,90,59,55,62,48,49,54,39,57,49,42,49,26,19,26,11,13,9,8,13
M. Cissé,VfB Stuttgart,"RW, LW",Guinea,59,76,550000,800,17,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),728000,58,54,38,51,51,67,60,44,39,69,69,69,66,44,63,49,45,40,43,47,39,26,48,53,54,51,25,31,32,8,13,8,9,11
A. Bakir,Borussia Dortmund,"RM, LM, CAM",Germany,59,77,575000,4000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),756000,61,51,43,58,53,67,56,44,54,64,69,65,75,49,77,52,62,49,51,41,39,22,47,44,49,48,33,26,24,7,12,9,11,6
Y. Schlößer,Bayer 04 Leverkusen,"RW, LW",Germany,60,76,625000,4000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),988000,56,69,49,61,42,62,39,41,49,65,61,62,58,51,74,63,45,46,46,60,40,21,54,45,49,46,35,33,35,8,7,10,14,10
M. Beier,TSG Hoffenheim,ST,Germany,60,75,575000,1000,17,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),988000,34,68,60,49,52,54,48,35,34,57,63,53,60,64,69,60,56,48,36,52,32,19,67,55,61,49,22,21,17,6,8,8,6,13
M. Klimowicz,VfB Stuttgart,"CAM, CF, ST",Argentina,60,74,575000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1100000,51,61,33,62,51,70,54,49,51,67,69,70,82,52,78,48,56,53,33,42,63,22,53,51,55,58,30,29,39,11,10,13,6,15
D. Redan,Hertha BSC,ST,Netherlands,60,80,700000,4000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1200000,43,64,57,50,48,57,52,40,40,59,77,74,71,55,74,63,62,58,60,53,40,21,58,57,60,58,20,15,17,12,13,9,13,15
F. Schwarzholz,FC Augsburg,CDM,Germany,60,73,550000,3000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),909000,43,30,52,65,29,52,46,39,63,58,64,54,66,55,66,53,62,53,60,41,61,52,40,52,37,44,57,62,58,7,5,8,7,9
M. ?ovi?,Hertha BSC,"RM, LM",Germany,60,71,550000,6000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),665000,52,42,43,60,39,71,52,44,51,67,74,67,79,46,91,50,45,38,31,40,30,26,53,55,45,48,49,27,22,5,13,7,7,8
M. ?avar,Eintracht Frankfurt,"CM, CDM",Bosnia and Herzegovina,60,71,550000,4000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),665000,53,53,54,68,51,63,56,49,65,64,55,54,66,58,69,65,57,54,62,45,51,31,58,63,57,62,50,57,55,13,6,6,11,15
D. Itter,VfL Wolfsburg,RB,Germany,61,73,775000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),760000,56,34,53,54,35,58,46,37,44,53,65,62,66,59,63,43,36,53,55,31,61,59,45,38,40,47,60,63,61,12,12,6,6,13
K. Kurt,Borussia Mönchengladbach,RB,Germany,63,79,1200000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1600000,57,45,57,65,40,68,60,40,60,61,75,65,79,60,75,46,62,55,44,43,55,60,48,50,50,48,57,64,62,11,9,10,9,8
T. Raschl,Borussia Dortmund,CDM,Germany,63,78,1100000,6000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1800000,54,42,43,68,44,64,49,53,66,67,66,62,71,59,75,57,64,55,63,39,69,59,44,57,38,62,56,58,59,10,10,10,14,8
A. Amade,TSG Hoffenheim,"RB, RWB, CDM",Germany,63,78,1100000,4000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1700000,62,34,52,44,28,63,39,29,33,60,79,79,78,61,90,33,58,55,37,29,66,58,49,39,34,43,56,64,60,12,11,11,8,12
D. Churlinov,VfB Stuttgart,"LM, LW",North Macedonia,64,79,1400000,3000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2400000,58,66,52,54,55,71,59,60,54,68,72,74,75,53,77,64,34,59,47,42,45,20,63,61,64,58,28,35,27,13,7,7,14,11
L. Barreiro Martins,1. FSV Mainz 05,"CM, CDM",Luxembourg,66,78,2100000,6000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2200000,50,52,49,69,47,70,58,46,63,73,76,67,90,67,90,48,78,68,38,53,68,58,56,60,47,61,70,76,63,14,9,6,6,6
R. Massimo,VfB Stuttgart,RM,Germany,66,78,2000000,4000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2200000,54,60,55,63,40,71,38,32,54,68,84,85,78,58,71,62,65,66,60,55,52,41,57,53,58,48,59,49,46,12,13,8,6,9
B. Barry,SV Werder Bremen,"RM, RB, CAM",Germany,66,71,1300000,7000,24,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),1500000,61,56,39,64,54,69,60,49,51,68,76,79,78,62,75,48,64,63,57,51,43,44,59,59,53,48,43,46,44,14,11,14,8,10
N. Seufert,DSC Arminia Bielefeld,"CM, CDM",Germany,67,73,1600000,7000,23,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2000000,56,46,58,71,43,69,50,63,66,72,66,40,73,67,75,56,65,74,57,57,48,57,55,68,53,69,63,64,55,10,9,6,8,14
F. Wirtz,Bayer 04 Leverkusen,"CAM, RM",Germany,68,88,3300000,3000,17,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),4900000,59,66,43,67,59,74,61,52,64,76,72,76,84,57,76,62,51,49,50,63,51,37,58,65,60,57,49,44,47,14,14,13,6,10
Jeong Woo Yeong,Sport-Club Freiburg,"RM, LM, CAM",Korea Republic,68,80,2900000,7000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),3200000,65,61,51,62,53,73,46,36,52,74,81,73,88,60,84,51,46,64,54,43,51,30,60,60,48,49,34,32,36,12,6,9,7,7
J. Eggestein,SV Werder Bremen,"ST, RW",Germany,69,78,3200000,12000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),3000000,64,72,66,69,66,74,60,42,64,75,75,53,75,72,70,71,69,67,58,60,37,37,71,67,65,69,56,24,20,14,10,8,7,15
K. Endo,1. FC Union Berlin,"LM, LW",Japan,69,75,2200000,6000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),,69,58,48,68,37,68,68,44,64,70,79,79,73,63,77,58,79,71,55,44,58,36,67,58,46,51,40,59,51,15,9,9,11,13
J. Mees,1. FC Union Berlin,"LW, LM",Germany,69,74,2100000,13000,24,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2600000,62,70,48,68,64,73,66,45,54,69,77,60,77,65,75,67,67,66,59,66,49,17,67,66,58,63,18,19,15,11,14,7,7,9
C. Brunner,DSC Arminia Bielefeld,"RB, CB",Switzerland,70,72,1800000,12000,26,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),3600000,67,54,60,68,32,63,59,32,58,66,68,73,63,68,73,66,79,76,67,63,65,70,53,59,39,63,68,70,65,8,7,10,10,15
N. Sarenren Bazee,FC Augsburg,RM,Nigeria,71,77,3000000,15000,23,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),6400000,72,63,53,69,55,77,64,42,54,72,87,78,79,68,75,64,66,52,53,56,47,31,64,60,52,58,22,26,29,15,6,13,11,11
D. Geiger,TSG Hoffenheim,CM,Germany,72,81,5000000,20000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),8900000,57,38,29,80,45,75,60,48,76,80,66,46,85,73,83,57,54,76,42,58,75,63,58,75,40,70,62,51,47,7,8,12,10,5
P. Stenzel,VfB Stuttgart,"RB, CB",Germany,72,75,3000000,14000,24,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),6600000,70,55,59,76,39,68,63,35,71,72,55,67,64,73,65,75,64,78,59,61,70,70,58,68,49,63,73,73,69,13,11,10,11,8
A. Haidara,RB Leipzig,"CM, RM",Mali,74,82,9500000,34000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),15200000,68,68,50,74,61,73,75,62,70,78,74,61,79,77,75,75,76,79,64,74,66,71,72,74,62,71,60,62,61,7,11,8,7,10
I. Bebou,TSG Hoffenheim,"ST, RM, LW",Togo,74,77,5500000,31000,26,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),12400000,68,76,58,73,68,80,63,46,53,77,91,93,83,74,74,68,69,75,64,67,43,31,76,68,67,66,26,35,33,10,11,12,11,11
B. Raman,FC Schalke 04,"ST, RM, LM",Belgium,74,77,5500000,25000,25,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),12400000,67,78,64,74,73,81,72,67,57,77,89,76,89,78,85,76,71,79,41,74,73,31,77,64,65,73,25,33,31,13,8,16,10,8
Y. Mall?,VfL Wolfsburg,"LM, CAM, CM",Turkey,74,74,4200000,37000,28,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),9400000,70,66,40,78,68,78,74,69,71,78,73,62,78,74,79,64,63,72,52,65,43,46,71,75,81,77,31,29,21,13,14,14,15,10
C. Baumgartner,TSG Hoffenheim,"CAM, LW",Austria,75,84,12500000,23000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),20000000,62,67,55,78,57,79,60,52,72,78,79,78,78,74,77,65,58,54,47,52,50,34,71,76,65,73,31,47,47,10,11,9,14,11
João Victor,VfL Wolfsburg,"LM, CF",Brazil,75,76,6500000,38000,26,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),14200000,68,75,54,72,58,77,69,34,64,76,87,82,86,70,77,73,42,76,61,68,35,33,76,69,70,72,24,30,28,8,13,13,11,14
E. Thommy,VfB Stuttgart,"LM, RM, CAM",Germany,75,76,6500000,22000,25,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),15000000,78,71,49,72,65,76,76,74,62,76,84,75,88,71,84,73,51,67,51,74,37,27,69,71,57,62,28,37,31,6,11,16,8,15
F. Kainz,1. FC Köln,"LM, RM, CAM",Austria,75,75,6000000,26000,27,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),12600000,75,75,55,72,55,77,69,71,70,76,81,67,86,70,82,73,70,76,55,76,55,24,70,69,72,69,55,31,25,11,7,10,15,13
Y. ?sako,SV Werder Bremen,"CF, ST, CAM",Japan,75,75,5500000,28000,30,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),11100000,42,74,74,74,70,78,71,53,59,78,75,60,77,76,77,74,79,72,57,66,63,31,76,73,68,72,52,39,32,14,9,6,6,16
P. Pekarík,Hertha BSC,RB,Slovakia,75,75,2900000,35000,33,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),5100000,74,29,44,70,35,74,67,39,63,74,65,62,73,75,75,56,63,80,62,30,65,72,54,49,49,73,78,76,80,12,12,15,9,10
D. Samassékou,TSG Hoffenheim,"CDM, CM",Mali,76,82,11000000,25000,24,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),18100000,57,42,60,76,37,69,55,34,71,73,70,52,79,75,80,60,75,83,68,54,79,81,55,70,56,79,75,75,73,5,11,11,14,8
J. Brekalo,VfL Wolfsburg,"LM, CF",Croatia,76,83,15000000,35000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),20900000,74,65,45,74,62,85,72,60,59,80,86,69,87,75,83,75,63,66,49,75,38,30,69,69,59,68,43,28,37,9,7,5,6,14
T. Gebre Selassie,SV Werder Bremen,"RB, RM",Czech Republic,76,76,3900000,25000,33,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),6000000,76,49,83,76,49,75,52,58,69,76,67,66,71,76,66,62,90,76,69,39,71,80,68,61,51,72,74,76,69,7,6,14,7,14
M. Hasebe,Eintracht Frankfurt,"CB, CDM",Japan,76,76,1300000,18000,36,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),2700000,74,45,67,78,57,68,70,63,77,76,54,62,69,80,73,54,74,62,68,53,73,77,61,76,61,82,81,80,74,10,12,10,15,9
J. Hofmann,Borussia Mönchengladbach,"CAM, CM",Germany,77,77,11000000,36000,27,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),16200000,78,69,40,77,62,77,69,71,72,79,75,72,77,76,77,68,61,85,60,68,43,65,83,78,68,73,49,44,40,6,6,10,10,10
S. Rudy,FC Schalke 04,"CM, CDM, RB",Germany,77,77,10000000,29000,30,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),13600000,73,62,59,80,66,76,81,77,80,80,66,66,75,78,74,73,65,77,66,72,58,81,69,78,71,80,79,73,71,13,8,13,12,10
F. Neuhaus,Borussia Mönchengladbach,CM,Germany,79,86,35000000,37000,23,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),33300000,65,65,60,83,63,81,73,41,79,83,74,61,79,80,78,74,54,80,65,81,60,63,70,82,49,77,66,65,64,6,11,10,11,15
B. Santamaria,Sport-Club Freiburg,"CDM, CM",France,79,82,21000000,27000,25,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),27200000,64,64,62,81,42,76,48,59,79,81,60,60,70,73,68,75,70,91,67,62,71,75,61,74,46,67,77,78,77,7,7,13,7,8
C. Nkunku,RB Leipzig,"CAM, ST",France,80,86,34000000,51000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),39000000,81,74,59,82,59,86,81,76,77,84,79,77,85,77,83,79,59,74,63,76,62,69,78,79,65,79,69,72,70,5,6,10,15,7
C. Aránguiz,Bayer 04 Leverkusen,"CDM, CM",Chile,83,83,25500000,79000,31,German 1. Bundesliga,Right,Medium/Medium,Lean (170-185),33200000,78,66,53,85,68,79,75,76,84,83,71,51,79,87,86,78,61,85,64,77,81,85,75,81,76,81,86,74,72,15,7,12,8,13
P. Osterhage,Borussia Dortmund,"CM, CDM",Germany,56,71,350000,6000,20,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),465000,39,43,52,64,41,62,43,39,58,64,67,67,67,51,66,44,66,55,61,39,51,47,44,53,42,49,43,43,47,12,5,12,6,6
M. Skenderovi?,TSG Hoffenheim,ST,Montenegro,60,69,550000,5000,22,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),618000,41,61,56,51,54,61,53,41,39,63,67,65,73,58,69,59,66,53,57,56,32,20,60,48,55,55,23,15,16,6,10,6,11,15
S. Onur,Bayer 04 Leverkusen,"LW, CAM",Turkey,61,75,750000,2000,17,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),1200000,50,64,39,62,42,66,44,41,55,68,64,64,61,49,76,59,40,45,39,51,47,27,63,48,59,49,29,27,31,10,9,13,10,12
K. Jakob,FC Augsburg,"LB, LM",Germany,62,73,850000,4000,22,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),950000,58,29,59,64,35,57,43,39,54,66,68,66,69,58,66,46,58,65,59,41,61,59,40,41,43,47,55,56,58,14,7,14,6,8
L. Samardži?,RB Leipzig,CAM,Germany,63,80,1200000,3000,18,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),1700000,51,64,39,65,50,70,55,66,56,73,68,58,75,52,73,64,52,44,56,58,44,25,52,57,50,55,37,24,22,11,14,14,11,15
C. Bozdogan,FC Schalke 04,"CAM, LM, CM",Germany,64,81,1500000,3000,19,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),2300000,58,60,49,65,55,71,57,60,65,70,62,67,70,59,72,69,51,64,57,58,59,49,50,65,59,62,50,54,49,11,7,8,8,7
H. Wolf,Borussia Mönchengladbach,CAM,Austria,72,82,5500000,23000,21,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),,62,68,56,71,60,79,72,63,63,76,81,76,77,70,74,67,73,68,57,65,54,38,70,69,65,72,23,36,35,13,10,13,6,8
N. González,VfB Stuttgart,"ST, LM, LW",Argentina,75,83,12500000,22000,22,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),20000000,66,77,74,73,67,81,59,42,54,80,85,82,79,71,78,69,79,68,55,54,62,39,78,65,75,74,38,46,39,10,6,9,5,8
K. Demirbay,Bayer 04 Leverkusen,CM,Germany,80,81,24500000,68000,26,German 1. Bundesliga,Left,Medium/Medium,Lean (170-185),30200000,72,74,46,82,59,85,85,81,80,85,68,62,79,84,78,77,71,77,67,77,69,71,78,82,70,84,72,59,54,14,15,11,14,14
L. Mack,VfB Stuttgart,"CB, CDM, RB",Germany,57,72,375000,2000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),509000,42,19,58,64,22,31,31,23,62,43,55,62,51,48,60,30,72,64,60,26,48,59,25,55,41,64,59,58,56,8,10,10,10,14
J. Rieckmann,SV Werder Bremen,"CB, CDM",Germany,58,75,500000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),581000,38,25,57,57,26,39,45,25,55,45,54,53,60,60,64,41,61,34,63,35,53,67,23,34,36,57,57,59,54,12,6,10,7,6
K. Bafounta,Borussia Dortmund,CDM,France,59,78,550000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),698000,39,48,61,65,54,59,51,44,62,63,65,66,65,49,50,57,59,52,60,46,59,56,55,47,48,43,54,62,50,8,14,14,13,10
I. Gruev,SV Werder Bremen,"CDM, LM",Bulgaria,61,78,825000,3000,20,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),1200000,61,44,51,63,43,57,41,42,66,64,53,54,54,64,62,57,59,57,61,48,50,61,56,61,43,58,61,53,46,9,13,9,5,11
L. Dietz,1. FC Union Berlin,"CB, CDM",Germany,61,72,675000,4000,23,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),800000,43,29,61,62,34,55,32,35,58,60,53,52,52,62,53,56,43,63,72,37,62,60,37,47,38,58,62,63,56,14,7,14,13,13
T. Siersleben,VfL Wolfsburg,"CB, LB",Germany,62,75,900000,5000,20,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),1300000,48,23,60,59,27,51,27,30,45,57,63,67,52,62,51,45,67,58,67,41,56,60,26,36,47,57,61,67,64,6,11,11,9,15
T. Lemperle,1. FC Köln,"RM, RW, LM",Germany,62,80,1000000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1500000,63,62,40,60,52,70,50,45,53,68,67,67,61,44,53,65,34,54,62,50,44,27,52,49,55,45,30,33,30,9,10,8,7,7
M. Thiaw,FC Schalke 04,"CB, CDM",Finland,62,79,950000,1000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1300000,37,43,71,60,36,40,38,44,51,49,60,63,50,57,60,50,70,65,72,35,56,58,40,42,64,49,59,64,62,10,6,15,11,9
T. Müsel,Borussia Mönchengladbach,ST,Germany,62,76,975000,5000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1600000,56,65,55,64,57,66,56,56,50,68,68,68,67,51,64,60,53,54,61,55,35,28,59,51,53,44,23,25,27,13,13,8,8,8
C. Akono,1. FSV Mainz 05,"ST, CF",Germany,63,77,1200000,5000,20,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),2000000,41,69,61,51,53,62,59,41,54,63,67,69,54,63,63,57,62,58,69,59,66,26,59,55,57,61,24,23,24,9,10,14,11,12
O. Käuper,SV Werder Bremen,"CM, CDM",Germany,63,70,950000,5000,23,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),950000,46,58,58,69,47,62,52,47,65,68,63,54,62,61,61,62,49,65,73,55,56,52,55,65,55,54,62,59,44,12,7,7,13,11
F. Götze,FC Augsburg,"CB, CDM",Germany,64,73,1200000,5000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1300000,36,28,67,65,34,56,30,28,59,59,55,60,67,58,64,42,63,54,69,29,55,59,28,50,30,49,64,70,69,13,13,11,12,7
F. Kunze,DSC Arminia Bielefeld,CDM,Germany,65,73,1500000,5000,22,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1500000,43,35,70,65,31,53,33,32,59,58,60,55,55,65,39,46,54,72,68,32,70,62,40,53,39,57,68,69,59,8,10,10,8,13
F. Kath,Sport-Club Freiburg,LM,Germany,65,67,900000,6000,25,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),1200000,62,58,48,63,47,70,55,40,49,69,73,75,66,58,65,59,54,55,63,52,51,42,60,56,49,54,36,39,38,7,8,8,8,15
B. Bia?ek,VfL Wolfsburg,ST,Poland,66,81,2000000,5000,18,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),3000000,31,68,67,59,62,59,45,32,33,65,73,64,51,58,64,69,73,73,79,56,60,24,66,44,59,62,24,40,43,14,13,6,13,13
Tuta,Eintracht Frankfurt,"CB, RB",Brazil,66,77,1800000,5000,20,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1900000,60,32,63,61,40,56,42,39,62,60,59,64,63,64,66,59,69,60,73,40,70,64,39,41,62,54,66,68,64,7,11,5,15,12
D. Lavalée,1. FSV Mainz 05,"CB, LB",Belgium,66,73,1600000,6000,23,German 1. Bundesliga,Left,Medium/Medium,Lean (185+),1700000,68,21,65,68,22,60,26,27,63,64,61,66,64,62,62,45,68,61,68,29,73,63,41,60,24,64,61,69,70,5,14,9,10,8
R. Oxford,FC Augsburg,"CB, CDM, RB",England,66,76,1800000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Lean (185+),1900000,34,22,64,63,36,52,44,36,57,57,66,67,62,65,53,49,66,65,72,37,68,65,34,53,48,59,66,66,65,10,11,7,9,14
