Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Baena,Real Betis Balompié,"LW, ST, RW",Spain,63,77,1100000,3000,19,Spain Primera Division,Right,High/Medium,Normal (170-185),2200000,66,52,32,62,49,63,61,48,59,60,78,79,74,57,79,61,64,59,59,49,60,23,64,55,48,59,23,31,26,13,13,14,11,9
Zarraga,Athletic Club de Bilbao,"CM, CAM, RW",Spain,65,75,1600000,4000,21,Spain Primera Division,Right,High/Medium,Normal (170-185),2000000,60,61,59,67,48,68,65,52,63,69,79,77,79,63,76,58,73,75,71,62,45,52,64,64,49,48,47,57,45,12,8,6,11,15
Ricard,Atlético de Madrid,"RB, RM",Spain,65,76,1500000,7000,20,Spain Primera Division,Right,High/Medium,Normal (170-185),1900000,65,60,57,54,18,53,35,33,50,57,74,77,57,60,74,32,58,68,48,28,52,61,45,32,42,45,65,58,62,11,9,7,6,11
Riquelme,Atlético de Madrid,"RM, LM",Spain,66,83,2200000,9000,20,Spain Primera Division,Right,High/Medium,Normal (170-185),3700000,49,65,49,63,57,69,49,44,55,68,76,76,77,64,78,58,55,58,48,61,58,41,66,63,55,62,37,39,38,9,10,8,9,12
Miguel,Real Valladolid CF,ST,Spain,67,80,2500000,6000,20,Spain Primera Division,Right,High/Medium,Normal (170-185),4100000,40,69,66,64,54,63,46,39,47,65,73,73,73,64,68,70,73,65,70,58,53,15,66,49,70,58,38,24,22,12,11,9,13,7
Aguado,Real Valladolid CF,"CM, CDM, CAM",Spain,68,75,2400000,7000,24,Spain Primera Division,Right,High/Medium,Normal (170-185),2800000,55,64,53,74,68,67,65,49,70,70,67,64,75,65,78,58,58,64,31,65,44,55,64,73,52,67,42,62,55,12,12,8,6,11
Marcos André,Real Valladolid CF,ST,Brazil,69,77,3100000,9000,23,Spain Primera Division,Right,High/Medium,Normal (170-185),3700000,43,71,68,63,64,68,42,40,57,66,72,74,70,62,68,76,76,58,72,65,65,21,66,43,61,61,15,21,20,6,14,11,8,12
Rafa Navarro,Deportivo Alavés,"RB, RWB",Spain,70,73,1900000,12000,26,Spain Primera Division,Right,High/Medium,Normal (170-185),4100000,71,34,69,70,36,61,52,49,42,70,76,73,76,62,79,67,77,65,31,41,61,63,56,51,48,64,61,71,72,8,9,13,8,13
Akapo,Cádiz CF,"RB, LB",Equatorial Guinea,70,71,1700000,14000,27,Spain Primera Division,Right,High/Medium,Normal (170-185),4100000,69,42,62,61,40,54,61,41,62,61,78,88,72,62,61,71,89,77,73,52,79,63,49,50,46,61,66,68,68,7,8,13,13,10
Iza Carcelén,Cádiz CF,"RB, RM",Spain,71,72,2000000,16000,27,Spain Primera Division,Right,High/Medium,Normal (170-185),5500000,72,46,60,68,32,69,73,74,62,68,78,79,72,60,76,70,57,91,71,68,68,63,69,65,69,62,60,65,66,9,11,11,10,7
Thierry Correia,Valencia CF,"RB, LB",Portugal,72,78,3500000,15000,21,Spain Primera Division,Right,High/Medium,Normal (170-185),8700000,69,40,58,67,47,74,71,42,53,71,79,84,77,71,72,52,74,71,62,51,68,66,64,58,46,70,67,67,71,10,15,6,6,7
Luis Pérez,Real Valladolid CF,RB,Spain,72,76,3000000,13000,25,Spain Primera Division,Right,High/Medium,Normal (170-185),7600000,57,42,55,60,29,67,53,45,46,65,83,90,82,63,77,51,79,86,66,45,64,76,52,63,44,65,62,70,72,9,10,6,7,13
Quini,Granada CF,"LB, RB",Spain,72,72,2000000,17000,30,Spain Primera Division,Right,High/Medium,Normal (170-185),5300000,71,62,62,69,51,71,70,52,56,73,73,74,71,66,74,59,54,66,63,59,59,69,65,54,58,62,62,74,72,14,13,7,14,9
S. Okazaki,SD Huesca,ST,Japan,72,72,1100000,18000,34,Spain Primera Division,Right,High/Medium,Normal (170-185),3500000,66,69,74,74,76,74,53,50,68,73,65,60,76,78,67,75,84,63,63,65,73,48,77,69,70,68,54,56,45,10,6,14,6,6
Antoñito,Real Valladolid CF,"RB, RM, RWB",Spain,72,72,1600000,13000,32,Spain Primera Division,Right,High/Medium,Normal (170-185),4000000,74,62,54,67,62,67,63,59,49,73,82,77,80,68,79,64,76,79,62,55,72,68,65,60,49,62,65,63,69,12,15,9,8,13
Hervías,Real Valladolid CF,"RM, LM",Spain,73,73,3200000,16000,27,Spain Primera Division,Right,High/Medium,Normal (170-185),8800000,73,65,40,69,51,78,77,75,63,76,78,78,80,70,75,69,64,71,41,64,42,41,65,66,51,70,50,31,33,7,12,13,12,8
A. Sanabria,Real Betis Balompié,ST,Paraguay,74,81,8500000,19000,24,Spain Primera Division,Right,High/Medium,Normal (170-185),18400000,67,75,74,73,67,73,73,64,63,77,72,74,73,73,75,74,76,65,71,65,32,21,78,72,69,75,50,20,15,8,14,9,14,13
J. Calleri,CA Osasuna,ST,Argentina,74,75,5000000,28000,26,Spain Primera Division,Right,High/Medium,Normal (170-185),14100000,56,74,78,67,71,73,62,38,59,74,65,67,71,78,76,78,81,73,71,71,69,37,80,67,76,74,55,39,32,11,12,8,8,6
Sergio León,Levante Unión Deportiva,ST,Spain,74,74,3600000,23000,31,Spain Primera Division,Right,High/Medium,Normal (170-185),10500000,60,76,70,68,75,75,73,64,51,74,77,74,77,71,71,80,73,67,63,73,71,35,74,61,72,78,55,33,21,9,8,9,11,12
Martín,Deportivo Alavés,"RB, RM",Spain,75,80,8000000,18000,24,Spain Primera Division,Right,High/Medium,Normal (170-185),17400000,77,28,70,75,26,66,42,40,50,74,69,66,69,70,67,47,58,74,62,35,65,70,62,51,38,61,72,78,77,13,9,9,7,9
Óscar,Sevilla FC,"CAM, CM, RM",Spain,75,86,12500000,21000,22,Spain Primera Division,Right,High/Medium,Normal (170-185),26500000,68,76,45,76,52,80,78,84,72,79,62,64,65,73,73,72,57,59,61,77,48,61,70,74,53,72,47,47,43,12,7,9,11,7
Ontiveros,Villarreal CF,"LM, LW, RM",Spain,75,82,11500000,24000,22,Spain Primera Division,Right,High/Medium,Normal (170-185),21900000,76,73,32,74,58,78,77,79,71,77,77,78,78,65,86,82,37,74,45,80,43,36,69,68,68,72,41,32,27,6,8,6,11,12
Camarasa,Real Betis Balompié,"CM, CAM, RM",Spain,75,78,7500000,22000,26,Spain Primera Division,Right,High/Medium,Normal (170-185),17400000,68,71,57,78,65,76,65,73,75,77,63,61,71,72,69,80,72,74,72,75,73,70,74,76,70,70,70,73,68,14,9,11,11,8
Borja García,SD Huesca,"CAM, LM, CM",Spain,75,75,5500000,23000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),14300000,69,71,53,78,59,74,67,54,76,75,82,77,77,70,77,67,74,67,68,76,52,66,72,74,62,68,45,68,59,9,13,13,12,16
S. Corchia,Sevilla FC,RB,France,75,75,4900000,23000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),11600000,76,58,72,73,58,74,78,80,74,75,73,72,70,72,74,75,69,58,65,69,71,74,72,67,67,68,75,75,76,6,8,7,10,15
Jorge Miramón,Levante Unión Deportiva,"RB, RWB",Spain,76,76,5500000,21000,31,Spain Primera Division,Right,High/Medium,Normal (170-185),11600000,79,58,68,74,54,67,69,59,72,72,72,74,71,68,72,61,58,88,74,53,59,71,65,74,63,66,71,75,73,11,10,15,14,13
Mariano,Real Madrid CF,ST,Dominican Republic,77,78,12500000,125000,26,Spain Primera Division,Right,High/Medium,Normal (170-185),22300000,50,79,80,66,70,73,76,76,51,72,78,80,78,74,72,85,92,76,78,82,84,45,78,63,75,68,41,40,34,12,14,6,8,15
Óliver Torres,Sevilla FC,"CM, LW",Spain,77,82,15500000,26000,25,Spain Primera Division,Right,High/Medium,Normal (170-185),25000000,73,66,52,81,63,83,80,64,77,84,68,63,78,76,79,69,52,75,43,68,61,67,74,80,65,81,65,63,58,7,7,14,6,8
Roger,Levante Unión Deportiva,ST,Spain,77,77,10500000,28000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),18900000,59,83,71,69,82,74,48,46,54,75,76,77,74,77,75,80,73,75,72,69,65,35,84,61,82,80,42,36,38,15,13,15,14,8
Hugo Mallo,RC Celta de Vigo,RB,Spain,78,78,12500000,25000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),17900000,78,28,65,71,28,65,69,38,68,74,65,69,74,80,65,71,78,82,68,39,76,78,46,64,23,70,69,81,82,14,9,7,9,15
D. Suárez,Getafe CF,RB,Uruguay,80,80,14500000,32000,32,Spain Primera Division,Right,High/Medium,Normal (170-185),18900000,81,64,71,78,59,74,74,70,72,76,74,76,74,76,75,83,80,79,74,71,89,79,63,62,67,74,78,79,81,16,9,9,15,7
Mario Gaspar,Villarreal CF,RB,Spain,80,80,18500000,37000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),25200000,78,68,65,76,74,73,73,54,69,74,73,77,67,78,60,80,73,78,75,69,80,78,64,62,50,69,80,81,82,9,12,8,9,15
D. Wass,Valencia CF,"RB, RM, CM",Denmark,80,80,15500000,38000,31,Spain Primera Division,Right,High/Medium,Normal (170-185),22100000,79,75,69,80,71,76,80,84,81,80,74,76,74,80,71,85,67,86,73,79,74,78,75,78,64,75,79,78,77,11,9,10,13,13
Joaquín,Real Betis Balompié,"LM, RM",Spain,80,80,7000000,22000,38,Spain Primera Division,Right,High/Medium,Normal (170-185),10500000,84,81,63,83,68,83,86,77,82,81,67,71,68,83,70,80,31,51,64,78,55,35,82,84,75,81,41,47,39,9,14,6,10,11
Gonçalo Guedes,Valencia CF,"LM, ST",Portugal,81,87,40500000,39000,23,Spain Primera Division,Right,High/Medium,Normal (170-185),56400000,78,76,60,77,71,83,76,70,69,80,85,88,80,82,77,84,63,73,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
Á. Correa,Atlético de Madrid,"RM, ST",Argentina,82,85,40500000,65000,25,Spain Primera Division,Right,High/Medium,Normal (170-185),59500000,74,82,67,77,79,87,82,65,65,87,86,82,89,82,87,80,49,79,64,83,78,48,83,80,55,76,58,53,44,13,10,9,8,16
K. Trippier,Atlético de Madrid,RB,England,83,83,32000000,71000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),44100000,86,48,74,80,58,74,86,82,79,83,74,72,73,81,77,75,76,88,64,70,70,79,73,80,66,77,77,83,81,11,14,8,11,10
O. Nowak,Getafe CF,"LB, RB",Poland,57,69,375000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),368000,56,22,52,44,20,48,26,35,22,45,62,55,48,58,73,26,65,67,56,21,51,56,40,31,34,38,53,58,55,10,9,12,12,7
Guille Amor,Getafe CF,CM,Spain,58,74,525000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),749000,44,59,41,63,53,61,55,52,59,62,63,54,58,48,65,56,52,45,45,60,51,30,53,67,47,62,41,55,45,13,7,9,14,8
Eñaut Mendia,SD Eibar,ST,Spain,59,71,550000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),633000,23,62,71,47,55,55,45,52,22,52,61,69,53,58,68,56,65,58,62,52,47,17,57,42,61,46,18,22,23,11,10,8,8,5
Jony Álamo,Elche CF,CDM,Spain,59,77,550000,800,18,Spain Primera Division,Right,Medium/Medium,Normal (170-185),848000,47,36,58,67,41,59,41,45,66,55,54,64,55,62,76,56,64,46,39,41,60,49,33,63,55,46,55,58,63,6,11,8,10,8
Alkain,Real Sociedad,"RW, CAM",Spain,59,68,500000,4000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),552000,50,67,39,48,53,63,48,40,36,61,69,67,72,50,77,69,50,41,43,50,24,21,58,56,51,49,16,28,26,11,10,13,10,12
Ekhi Bravo,SD Eibar,CAM,Spain,59,70,500000,4000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),633000,42,52,43,68,42,59,40,43,67,51,73,74,65,63,65,54,59,64,59,48,50,30,56,55,48,44,21,34,41,5,14,8,5,14
César Moreno,Elche CF,"CM, CDM",Spain,59,75,575000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),918000,53,59,54,64,48,63,58,53,61,61,61,65,64,58,60,61,59,51,60,50,45,33,61,63,59,63,44,53,58,6,14,7,13,6
Algobia,Getafe CF,CM,Spain,59,73,550000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),954000,50,55,56,64,43,61,53,48,60,63,47,43,52,60,65,59,62,30,48,57,55,55,60,59,47,60,49,58,54,9,15,7,12,10
Zabarte,CA Osasuna,"CB, RB",Spain,60,72,575000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),805000,50,29,58,57,35,41,35,29,56,50,68,68,66,58,69,49,70,52,62,23,72,61,40,39,41,52,58,59,61,10,7,8,10,15
Julen Lobete,Real Sociedad,ST,Spain,61,73,775000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1000000,33,64,64,53,50,59,44,27,27,66,66,67,64,58,77,55,61,56,57,56,34,17,62,48,57,50,19,13,15,7,13,11,7,5
Javi Martínez,CA Osasuna,"ST, RM, LM",Spain,61,76,800000,4000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1500000,39,61,58,55,51,67,40,49,41,63,69,69,64,60,69,62,69,68,59,54,51,24,59,49,59,54,21,21,19,13,10,11,5,10
Alfon,RC Celta de Vigo,"ST, LM",Spain,61,73,800000,1000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,46,69,51,57,45,66,44,40,45,63,75,76,68,63,79,52,63,55,54,64,51,32,53,54,65,56,49,19,15,12,8,8,5,8
Sergio Carrasco,SD Huesca,CM,Spain,62,70,900000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1100000,61,54,53,71,53,65,62,52,69,66,64,60,62,58,66,64,51,50,46,47,45,25,59,65,62,63,49,59,51,13,7,14,12,10
Manu Molina,SD Huesca,RM,Spain,62,70,900000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1100000,67,60,50,58,53,65,50,48,56,64,64,65,58,45,68,65,49,66,47,41,33,25,59,51,69,51,36,30,29,8,8,12,10,7
Alberto Rubio,Elche CF,"CAM, CM",Spain,62,69,800000,3000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1000000,57,51,51,65,48,60,60,53,63,63,75,72,75,61,72,57,62,60,60,52,51,40,60,64,58,65,48,55,53,6,5,9,8,13
Manu Justo,RC Celta de Vigo,"RM, RW, ST",Spain,62,66,575000,3000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,63,63,45,63,49,61,55,45,62,66,67,67,64,42,71,65,50,63,61,46,31,19,52,55,65,53,28,33,33,7,8,11,13,11
Fran Navarro,Valencia CF,ST,Spain,63,72,1100000,6000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,41,70,62,58,51,60,43,35,45,62,60,62,66,58,66,66,67,53,57,61,33,37,68,48,72,55,38,37,33,7,8,5,8,7
M. Villa,Villarreal CF,"RB, CB, LB",Uruguay,63,72,1000000,2000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,60,29,54,50,20,55,26,31,29,48,64,60,54,62,61,28,59,56,57,27,50,63,40,31,34,50,68,65,66,6,6,11,15,13
Víctor López,Deportivo Alavés,RM,Spain,63,72,1100000,4000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,47,57,46,64,39,65,51,48,62,66,72,66,73,61,68,50,55,59,58,54,57,63,63,65,60,55,58,54,52,8,5,13,9,9
Pepe Mena,Sevilla FC,"CDM, CM, CAM",Spain,63,73,1000000,4000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,48,52,49,65,42,54,51,55,66,69,58,52,44,66,78,57,55,34,54,40,55,59,61,66,53,52,61,69,65,9,5,7,14,12
Y. Musah,Valencia CF,"RM, CM",England,64,83,1500000,900,17,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2500000,65,58,44,64,48,60,53,40,59,62,68,69,65,64,68,77,64,66,62,73,58,63,64,55,35,60,58,57,58,15,6,14,6,10
Ismael,Deportivo Alavés,"CM, CDM",Spain,64,77,1400000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,51,61,48,69,44,68,42,50,67,66,66,65,74,61,73,57,54,52,49,63,59,62,56,66,47,57,54,62,55,7,9,9,11,14
P. Akouokou,Real Betis Balompié,"CM, CDM",Côte d'Ivoire,64,72,1300000,5000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1500000,59,52,60,65,42,63,43,32,69,65,64,65,69,63,64,65,68,65,62,55,59,65,51,64,49,61,62,65,59,10,15,13,8,9
Borja Garcés,Atlético de Madrid,ST,Spain,64,77,1400000,8000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2300000,37,67,64,55,63,62,46,38,38,63,64,63,66,64,69,72,61,46,50,65,52,26,64,49,63,58,28,27,24,14,10,5,10,14
Borja Sainz,Deportivo Alavés,"RM, CAM",Spain,65,78,1700000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2700000,63,53,34,62,41,67,58,45,56,65,76,75,74,64,74,55,40,64,38,42,59,38,62,60,61,58,35,33,37,11,5,7,9,11
Unai Vencedor,Athletic Club de Bilbao,CM,Spain,65,79,1700000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),3000000,61,52,52,68,44,64,78,81,70,65,68,61,72,60,75,70,64,69,68,73,55,54,49,66,42,71,53,65,43,15,6,10,6,13
Jesús Areso,Athletic Club de Bilbao,RB,Spain,65,75,1500000,4000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1800000,65,25,56,66,23,65,70,31,55,66,75,69,75,62,69,40,73,67,68,27,54,61,49,58,36,54,54,62,62,7,10,13,12,14
Aitor Ruibal,Real Betis Balompié,"ST, RM, RWB",Spain,67,74,2100000,7000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2500000,60,69,56,67,57,67,43,40,60,69,70,69,59,65,64,71,40,64,61,72,29,18,69,63,60,66,20,27,26,9,14,7,15,8
Dani Romera,Cádiz CF,ST,Spain,67,71,1500000,9000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2300000,47,70,55,59,64,68,55,70,39,65,83,85,85,64,87,72,80,56,64,61,57,17,69,60,69,63,40,20,15,15,15,7,10,8
Hugo Vallejo,Real Madrid CF,"LM, RM, ST",Spain,68,81,2900000,32000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),4500000,68,70,41,67,61,75,63,70,66,72,63,64,60,59,60,60,47,59,61,59,31,29,64,58,59,60,39,36,35,13,6,10,13,13
W. Kaptoum,Real Betis Balompié,"CM, CDM",Cameroon,68,74,1900000,8000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2800000,56,59,45,73,40,69,57,39,71,73,62,59,77,65,81,68,66,59,61,65,56,59,57,70,50,73,62,64,62,11,13,15,13,15
M. El Hacen,Real Valladolid CF,"CM, CDM",Mauritania,69,79,3100000,8000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),3900000,34,69,57,72,38,67,30,35,69,70,40,43,40,70,59,51,79,68,83,60,62,72,67,65,62,57,60,74,60,14,15,13,13,6
R. Manaj,FC Barcelona,ST,Albania,69,78,3100000,49000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),3600000,43,70,67,66,62,66,42,57,46,72,70,69,60,68,76,69,68,65,75,62,58,12,72,49,72,67,46,14,21,7,10,8,8,14
F. Malbaši?,Cádiz CF,"ST, RM, LM",Serbia,69,69,1500000,14000,27,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2400000,69,70,51,66,59,71,70,64,49,70,79,88,78,70,69,72,68,68,72,66,50,25,68,72,65,75,53,23,24,6,7,12,10,16
Dani Gómez,Levante Unión Deportiva,ST,Spain,70,79,3600000,11000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),6400000,45,73,62,61,54,71,56,45,57,68,77,86,72,62,65,79,64,63,75,65,38,31,71,59,64,70,48,32,35,7,10,13,8,14
Josan,Elche CF,"RM, LM, CM",Spain,70,70,1500000,11000,30,Spain Primera Division,Right,Medium/Medium,Normal (170-185),3700000,68,65,46,67,57,73,60,55,59,70,85,85,79,65,79,68,75,67,44,53,36,24,60,59,61,62,40,35,33,7,11,6,12,12
Raúl Guti,Elche CF,CM,Spain,70,78,3500000,10000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),6200000,55,62,60,70,58,65,66,56,69,69,69,70,67,72,79,76,59,89,81,63,76,76,66,67,53,69,68,70,64,8,15,12,11,11
M. Malsa,Levante Unión Deportiva,"CM, CDM",France,70,76,2500000,11000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),5500000,58,58,62,73,46,64,59,49,75,69,71,68,67,66,75,63,60,82,75,57,70,74,63,68,47,71,71,72,67,6,13,11,10,6
Edu Ramos,Cádiz CF,"CDM, CM",Spain,70,71,1500000,15000,28,Spain Primera Division,Right,Medium/Medium,Normal (170-185),4100000,57,46,34,76,37,56,48,53,72,68,63,67,72,63,75,66,53,78,72,52,65,67,56,65,48,58,62,68,62,15,6,9,14,9
Francis,Real Betis Balompié,"RM, RWB, RB",Spain,72,78,3700000,14000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),9900000,74,67,45,70,52,72,67,51,64,69,82,79,77,70,78,59,51,68,55,45,59,65,67,66,50,55,69,68,67,11,14,9,12,6
Ander Guevara,Real Sociedad,CM,Spain,72,81,5000000,17000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),10800000,60,70,50,76,37,71,61,59,72,74,58,53,66,68,66,47,61,72,58,69,53,63,66,70,51,68,63,76,62,14,12,11,14,14
Kevin,RC Celta de Vigo,RB,Spain,72,73,2500000,15000,27,Spain Primera Division,Right,Medium/Medium,Normal (170-185),6700000,72,55,68,70,41,65,58,45,61,73,68,69,51,65,77,54,65,70,65,50,69,67,61,57,46,57,63,73,74,11,15,9,15,14
C. Doukouré,Levante Unión Deportiva,"CDM, CM",Côte d'Ivoire,72,73,2400000,15000,27,Spain Primera Division,Right,Medium/Medium,Normal (170-185),7000000,59,58,69,72,52,64,57,59,65,70,69,66,68,65,70,72,75,74,77,64,77,73,64,63,58,65,70,74,73,15,15,15,10,11
Pedro López,SD Huesca,RB,Spain,72,72,525000,11000,36,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,76,53,58,73,51,68,69,56,64,71,64,67,69,69,72,72,65,58,64,66,77,73,59,59,58,67,76,75,68,10,12,16,12,14
Barrenetxea,Real Sociedad,"LW, ST, RW",Spain,73,82,6500000,9000,18,Spain Primera Division,Right,Medium/Medium,Normal (170-185),12700000,70,68,60,66,60,81,60,26,53,76,83,80,79,67,81,67,78,62,51,62,35,17,69,64,59,68,32,12,14,13,11,11,5,13
Róber,Levante Unión Deportiva,"CB, CDM",Spain,73,79,4200000,17000,25,Spain Primera Division,Right,Medium/Medium,Normal (170-185),11300000,52,47,69,73,47,56,42,42,70,70,52,47,52,67,63,36,72,55,74,39,66,74,49,52,44,62,77,76,75,13,13,15,16,7
Pablo Maffeo,SD Huesca,"RB, RWB",Spain,74,81,8000000,17000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,73,53,67,72,21,73,71,34,63,74,88,84,78,63,83,57,60,66,64,52,62,69,67,64,37,62,71,74,73,10,7,14,12,15
Recio,SD Eibar,"CM, CDM",Spain,74,74,4100000,13000,29,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,64,58,59,77,55,72,76,71,73,75,47,33,62,75,59,81,41,71,67,72,87,76,75,74,69,69,73,75,62,10,14,9,10,9
Ximo Navarro,Deportivo Alavés,"RB, CB",Spain,74,74,3600000,19000,30,Spain Primera Division,Right,Medium/Medium,Normal (170-185),9200000,70,36,69,71,32,65,61,42,64,71,73,76,71,70,71,64,81,87,69,55,79,72,62,59,48,68,70,70,71,7,11,16,9,15
Melero,Levante Unión Deportiva,"CM, CDM, CAM",Spain,75,78,7500000,22000,26,Spain Primera Division,Right,Medium/Medium,Normal (170-185),17400000,55,75,74,76,67,69,68,67,74,75,55,62,60,74,64,74,66,77,69,74,68,75,73,76,78,66,70,73,73,13,7,9,16,12
Borja Mayoral,Real Madrid CF,ST,Spain,76,82,12000000,105000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),23600000,60,76,75,79,72,76,56,58,65,80,65,68,73,76,69,78,77,71,74,72,48,37,80,67,74,82,40,29,24,12,9,8,15,7
Rúben Vezo,Levante Unión Deportiva,"CB, RB",Portugal,77,82,14000000,23000,26,Spain Primera Division,Right,Medium/Medium,Normal (170-185),22800000,64,53,74,70,51,59,57,32,68,67,74,77,68,75,71,59,82,72,77,55,77,79,45,55,50,70,78,81,80,11,6,12,9,14
Roberto Torres,CA Osasuna,"RM, CM",Spain,77,77,8500000,31000,31,Spain Primera Division,Right,Medium/Medium,Normal (170-185),16800000,80,78,52,77,63,76,75,82,78,77,69,63,66,80,70,82,63,76,69,79,72,69,78,79,77,78,63,69,65,7,8,15,8,14
Montoro,Granada CF,CDM,Spain,77,77,7000000,25000,32,Spain Primera Division,Right,Medium/Medium,Normal (170-185),12600000,50,54,57,82,67,68,50,72,81,80,44,44,59,68,55,76,60,68,71,75,72,77,66,78,62,64,75,77,72,12,8,12,16,16
Manu Trigueros,Villarreal CF,"CM, CDM",Spain,78,78,14000000,35000,28,Spain Primera Division,Right,Medium/Medium,Normal (170-185),22100000,72,68,74,78,63,76,78,69,79,79,61,55,71,78,69,77,69,68,63,78,69,69,77,82,65,76,69,73,62,9,14,12,7,8
P. Diop,SD Eibar,"CDM, CM",Senegal,78,78,4800000,28000,34,Spain Primera Division,Right,Medium/Medium,Normal (170-185),8400000,58,57,75,72,67,63,70,69,74,76,39,43,61,75,66,82,79,73,90,71,89,79,59,65,61,73,76,79,77,8,8,9,13,16
E. Bardhi,Levante Unión Deportiva,"LM, CM",North Macedonia,79,82,24000000,26000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),34800000,77,78,52,77,81,82,89,91,74,81,79,73,84,81,86,85,45,76,48,84,62,66,75,79,78,82,63,65,63,12,13,8,12,6
Zubeldia,Real Sociedad,"CDM, CM, CB",Spain,79,84,24500000,26000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),33700000,65,67,65,82,47,70,73,65,79,76,63,67,70,78,74,75,78,83,77,68,84,76,65,76,51,71,75,79,75,6,8,9,10,13
Zaldúa,Real Sociedad,RB,Spain,79,79,16000000,32000,28,Spain Primera Division,Right,Medium/Medium,Normal (170-185),23100000,77,25,77,78,23,60,62,41,58,73,69,69,63,76,73,48,81,79,71,40,82,77,49,50,32,67,78,80,79,7,15,14,11,11
Ibai Gómez,Athletic Club de Bilbao,"RW, LW",Spain,79,79,17000000,31000,30,Spain Primera Division,Right,Medium/Medium,Normal (170-185),25200000,83,77,47,79,75,80,85,81,78,80,76,75,76,77,77,83,65,70,69,80,63,45,75,80,65,77,73,61,55,14,8,13,7,11
K. Gameiro,Valencia CF,ST,France,79,79,11000000,43000,33,Spain Primera Division,Right,Medium/Medium,Normal (170-185),16800000,69,80,67,79,78,74,74,70,69,76,85,87,79,79,75,82,83,69,64,73,66,38,83,75,81,80,50,33,39,6,10,8,8,6
M. Arambarri,Getafe CF,"CDM, CM",Uruguay,80,85,29000000,28000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),39200000,59,49,62,80,43,69,66,46,79,79,50,54,58,78,75,77,57,74,76,63,83,79,60,68,50,65,80,80,79,7,13,13,15,7
