Column1,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,short_name,Name,Team,Nationality,Position.1,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
423,SS Lazio,Joaquín Correa,27,Second Striker,Inter,€23.60m,out,Summer,23.6,Serie A,2022,2022/2023,Italy,J. Correa,J. Correa,Inter,Argentina,"CF, ST, CAM",81,82,31000000,76000,Right,Medium/Medium,Normal (185+),74,77,68,81,75,88,81,63,74,86,81,87,83,80,67,79,63,76,74,71,48,36,79,78,57,39,37,26,11,10,7,8,8
448,US Salernitana 1919,Pasquale Mazzocchi,26,Right-Back,Venezia,€1.00m,in,Summer,1,Serie A,2022,2022/2023,Italy,P. Mazzocchi,P. Mazzocchi,Venezia FC,Italy,"RB, RM, LB",68,70,1400000,7000,Right,Medium/Medium,Lean (170-185),65,55,64,66,50,67,62,60,62,67,75,76,68,63,67,66,74,71,71,50,64,63,55,54,55,66,65,63,12,14,13,8,11
453,Hellas Verona,Martin Hongla,24,Defensive Midfield,Royal Antwerp,€3.70m,in,Summer,3.7,Serie A,2022,2022/2023,Italy,M. Hongla,M. Hongla,Hellas Verona,Cameroon,"CM, CDM, CB",73,81,6500000,15000,Right,Medium/Medium,Lean (170-185),57,67,73,77,60,76,71,39,78,76,80,83,81,62,74,78,81,84,78,73,63,70,63,71,55,64,66,58,14,9,5,8,13
454,Torino FC,Samuele Ricci,20,Defensive Midfield,FC Empoli,€8.50m,in,Summer,8.5,Serie A,2022,2022/2023,Italy,S. Ricci,S. Ricci,Empoli,Italy,"CM, CDM",67,84,2600000,8000,Right,Medium/Medium,Lean (170-185),57,30,52,73,52,66,56,59,69,72,67,67,69,65,69,65,63,74,60,48,61,63,51,69,50,63,63,62,14,12,6,11,13
455,FC Empoli,Samuele Ricci,20,Defensive Midfield,Torino,€8.50m,out,Summer,8.5,Serie A,2022,2022/2023,Italy,S. Ricci,S. Ricci,Empoli,Italy,"CM, CDM",67,84,2600000,8000,Right,Medium/Medium,Lean (170-185),57,30,52,73,52,66,56,59,69,72,67,67,69,65,69,65,63,74,60,48,61,63,51,69,50,63,63,62,14,12,6,11,13
466,Atalanta BC,Filippo Melegoni,23,Central Midfield,Genoa,€4.00m,out,Summer,4,Serie A,2022,2022/2023,Italy,F. Melegoni,F. Melegoni,Genoa,Italy,CM,62,73,900000,7000,Right,Medium/Medium,Lean (185+),59,49,49,68,50,60,59,57,68,65,61,52,66,60,70,66,47,51,50,47,49,47,55,69,64,57,58,58,12,13,6,7,7
471,Udinese Calcio,Mamadou Coulibaly,23,Central Midfield,Salernitana,€3.00m,out,Summer,3,Serie A,2022,2022/2023,Italy,M. Coulibaly,M. Coulibaly,US Salernitana 1919,Senegal,CM,66,77,1900000,5000,Right,Medium/Medium,Lean (170-185),58,57,63,71,49,64,55,60,66,68,74,76,69,68,72,67,73,70,73,59,70,68,64,63,57,64,64,61,13,6,12,6,6
472,US Salernitana 1919,Mamadou Coulibaly,23,Central Midfield,Udinese Calcio,€3.00m,in,Summer,3,Serie A,2022,2022/2023,Italy,M. Coulibaly,M. Coulibaly,US Salernitana 1919,Senegal,CM,66,77,1900000,5000,Right,Medium/Medium,Lean (170-185),58,57,63,71,49,64,55,60,66,68,74,76,69,68,72,67,73,70,73,59,70,68,64,63,57,64,64,61,13,6,12,6,6
473,Spezia Calcio,Giulio Maggiore,24,Central Midfield,Salernitana,€4.50m,out,Summer,4.5,Serie A,2022,2022/2023,Italy,G. Maggiore,G. Maggiore,Spezia,Italy,CM,71,75,2700000,10000,Right,Medium/Medium,Lean (170-185),48,58,52,74,48,70,55,42,71,72,70,63,64,73,67,63,64,74,65,61,65,70,62,71,53,58,69,67,6,8,9,8,6
474,US Salernitana 1919,Giulio Maggiore,24,Central Midfield,Spezia Calcio,€4.50m,in,Summer,4.5,Serie A,2022,2022/2023,Italy,G. Maggiore,G. Maggiore,Spezia,Italy,CM,71,75,2700000,10000,Right,Medium/Medium,Lean (170-185),48,58,52,74,48,70,55,42,71,72,70,63,64,73,67,63,64,74,65,61,65,70,62,71,53,58,69,67,6,8,9,8,6
486,Juventus FC,Bremer,25,Centre-Back,Torino,€41.00m,in,Summer,41,Serie A,2022,2022/2023,Italy,Bremer,Bremer,Torino F.C.,Brazil,CB,76,82,11000000,31000,Right,Medium/Medium,Normal (185+),34,35,76,66,33,60,28,20,64,63,67,61,61,71,63,49,77,55,81,21,78,78,28,44,43,75,80,74,13,15,13,5,6
487,Torino FC,Bremer,25,Centre-Back,Juventus,€41.00m,out,Summer,41,Serie A,2022,2022/2023,Italy,Bremer,Bremer,Torino F.C.,Brazil,CB,76,82,11000000,31000,Right,Medium/Medium,Normal (185+),34,35,76,66,33,60,28,20,64,63,67,61,61,71,63,49,77,55,81,21,78,78,28,44,43,75,80,74,13,15,13,5,6
490,SS Lazio,Nicolò Casale,24,Centre-Back,Hellas Verona,€7.00m,in,Summer,7,Serie A,2022,2022/2023,Italy,N. Casale,N. Casale,Hellas Verona,Italy,CB,66,76,1800000,6000,Right,Medium/Medium,Normal (185+),64,38,61,60,45,60,54,36,51,64,61,64,45,64,56,55,67,65,76,40,69,65,51,55,45,65,66,64,14,8,13,13,9
491,Hellas Verona,Nicolò Casale,24,Centre-Back,Lazio,€7.00m,out,Summer,7,Serie A,2022,2022/2023,Italy,N. Casale,N. Casale,Hellas Verona,Italy,CB,66,76,1800000,6000,Right,Medium/Medium,Normal (185+),64,38,61,60,45,60,54,36,51,64,61,64,45,64,56,55,67,65,76,40,69,65,51,55,45,65,66,64,14,8,13,13,9
492,SS Lazio,Denis Vavro,26,Centre-Back,FC Copenhagen,€4.50m,out,Summer,4.5,Serie A,2022,2022/2023,Italy,D. Vavro,D. Vavro,Lazio,Slovakia,CB,71,78,3400000,27000,Right,Medium/Medium,Normal (185+),26,37,74,69,36,52,25,30,65,63,58,67,43,58,61,69,71,63,85,60,75,68,48,48,52,70,70,69,13,12,14,12,13
493,Atalanta BC,Matteo Lovato,22,Centre-Back,Salernitana,€7.00m,out,Summer,7,Serie A,2022,2022/2023,Italy,M. Lovato,M. Lovato,Atalanta,Italy,CB,72,81,4900000,20000,Right,Medium/Medium,Normal (185+),40,24,68,64,31,55,38,29,54,62,65,70,56,70,49,40,72,55,78,30,67,74,30,48,45,75,76,73,12,10,6,6,13
494,US Salernitana 1919,Matteo Lovato,22,Centre-Back,Atalanta BC,€7.00m,in,Summer,7,Serie A,2022,2022/2023,Italy,M. Lovato,M. Lovato,Atalanta,Italy,CB,72,81,4900000,20000,Right,Medium/Medium,Normal (185+),40,24,68,64,31,55,38,29,54,62,65,70,56,70,49,40,72,55,78,30,67,74,30,48,45,75,76,73,12,10,6,6,13
3,Sevilla FC,Hiroshi Kiyotake,26,Left Midfield,Hannover 96,€6.50m,in,Summer,6.5,Primera Division,2016,2016/2017,Spain,H. Kiyotake,H. Kiyotake,Hannover 96,Japan,"LM, CAM, CM, RM",76,78,6000000,50000,Right,Medium/Medium,Normal (170-185),83,62,35,80,69,78,85,86,81,80,76,68,87,81,84,73,68,65,46,73,28,35,67,80,66,23,24,27,15,10,12,7,10
36,Villarreal CF,Roberto Soriano,25,Attacking Midfield,Sampdoria,€13.75m,in,Summer,13.75,Primera Division,2016,2016/2017,Spain,R. Soriano,R. Soriano,U.C. Sampdoria,Italy,"CAM, CM",74,81,4800000,35000,Right,Medium/Medium,Normal (170-185),70,63,61,78,69,78,67,60,76,81,77,76,70,73,70,71,65,77,70,61,72,68,73,72,62,48,73,69,15,10,9,14,13
37,UC Sampdoria,Roberto Soriano,25,Attacking Midfield,Villarreal,€13.75m,out,Summer,13.75,Serie A,2016,2016/2017,Italy,R. Soriano,R. Soriano,U.C. Sampdoria,Italy,"CAM, CM",74,81,4800000,35000,Right,Medium/Medium,Normal (170-185),70,63,61,78,69,78,67,60,76,81,77,76,70,73,70,71,65,77,70,61,72,68,73,72,62,48,73,69,15,10,9,14,13
38,Villarreal CF,Nicola Sansone,24,Left Winger,Sassuolo,€13.00m,in,Summer,13,Primera Division,2016,2016/2017,Spain,N. Sansone,N. Sansone,U.S. Sassuolo Calcio,Italy,"LW, RW",75,81,5500000,35000,Right,Medium/Medium,Normal (170-185),64,68,48,72,68,80,74,74,56,80,86,78,87,72,87,74,71,74,60,77,32,24,70,70,70,14,19,19,11,7,14,9,14
39,US Sassuolo,Nicola Sansone,24,Left Winger,Villarreal,€13.00m,out,Summer,13,Serie A,2016,2016/2017,Italy,N. Sansone,N. Sansone,U.S. Sassuolo Calcio,Italy,"LW, RW",75,81,5500000,35000,Right,Medium/Medium,Normal (170-185),64,68,48,72,68,80,74,74,56,80,86,78,87,72,87,74,71,74,60,77,32,24,70,70,70,14,19,19,11,7,14,9,14
42,Villarreal CF,Álvaro González,26,Centre-Back,Espanyol,€4.00m,in,Summer,4,Primera Division,2016,2016/2017,Spain,A. Gonzalez,Adrián González,SD Eibar,Spain,"CM, CAM, CDM",73,76,3400000,40000,Left,Medium/Medium,Normal (170-185),70,62,48,78,51,72,81,72,73,81,66,68,69,75,67,58,54,70,64,64,67,64,62,71,71,53,66,55,6,15,12,6,7
43,RCD Espanyol Barcelona,Álvaro González,26,Centre-Back,Villarreal,€4.00m,out,Summer,4,Primera Division,2016,2016/2017,Spain,A. Gonzalez,Adrián González,SD Eibar,Spain,"CM, CAM, CDM",73,76,3400000,40000,Left,Medium/Medium,Normal (170-185),70,62,48,78,51,72,81,72,73,81,66,68,69,75,67,58,54,70,64,64,67,64,62,71,71,53,66,55,6,15,12,6,7
81,Atlético de Madrid,Kévin Gameiro,29,Centre-Forward,Sevilla FC,€32.00m,in,Summer,32,Primera Division,2016,2016/2017,Spain,K. Gameiro,K. Gameiro,Sevilla FC,France,ST,79,79,10500000,110000,Right,Medium/Medium,Normal (170-185),70,82,67,79,77,73,76,69,71,80,83,78,85,81,81,72,82,71,66,76,66,38,85,76,77,23,34,38,6,10,8,8,6
82,Sevilla FC,Kévin Gameiro,29,Centre-Forward,Atlético Madrid,€32.00m,out,Summer,32,Primera Division,2016,2016/2017,Spain,K. Gameiro,K. Gameiro,Sevilla FC,France,ST,79,79,10500000,110000,Right,Medium/Medium,Normal (170-185),70,82,67,79,77,73,76,69,71,80,83,78,85,81,81,72,82,71,66,76,66,38,85,76,77,23,34,38,6,10,8,8,6
85,Real Betis Balompié,Antonio Sanabria,20,Centre-Forward,AS Roma,€7.50m,in,Summer,7.5,Primera Division,2016,2016/2017,Spain,A. Sanabria,A. Sanabria,Real Sporting de Gijón,Paraguay,"ST, LM",71,84,3000000,20000,Right,Medium/Medium,Normal (170-185),67,72,70,68,56,76,44,35,56,81,77,79,82,62,77,74,67,60,63,63,32,21,64,65,69,21,20,15,8,14,9,14,13
86,AS Roma,Antonio Sanabria,20,Centre-Forward,Real Betis,€7.50m,out,Summer,7.5,Serie A,2016,2016/2017,Italy,A. Sanabria,A. Sanabria,Real Sporting de Gijón,Paraguay,"ST, LM",71,84,3000000,20000,Right,Medium/Medium,Normal (170-185),67,72,70,68,56,76,44,35,56,81,77,79,82,62,77,74,67,60,63,63,32,21,64,65,69,21,20,15,8,14,9,14,13
110,LOSC Lille,Michael Frey,21,Centre-Forward,BSC Young Boys,€500Th.,out,Summer,0.5,Ligue 1,2016,2016/2017,France,M. Frey,M. Frey,Bayer 04 Leverkusen,Germany,CDM,61,74,350000,4000,Right,Medium/Medium,Normal (170-185),50,38,62,63,43,60,48,47,60,62,65,55,67,60,67,60,69,53,66,40,69,58,45,50,52,60,63,64,10,13,14,7,12
130,FC Lorient,Didier Ndong,22,Central Midfield,Sunderland,€20.00m,out,Summer,20,Ligue 1,2016,2016/2017,France,D. Ndong,D. Ndong,FC Lorient,Gabon,CM,67,74,1000000,8000,Right,Medium/Medium,Normal (170-185),47,49,67,73,47,66,37,42,69,71,70,69,67,64,75,69,60,56,64,53,81,67,62,66,51,64,69,62,10,13,16,7,15
131,Sunderland AFC,Didier Ndong,22,Central Midfield,FC Lorient,€20.00m,in,Summer,20,Premier League,2016,2016/2017,England,D. Ndong,D. Ndong,FC Lorient,Gabon,CM,67,74,1000000,8000,Right,Medium/Medium,Normal (170-185),47,49,67,73,47,66,37,42,69,71,70,69,67,64,75,69,60,56,64,53,81,67,62,66,51,64,69,62,10,13,16,7,15
144,SM Caen,Dennis Appiah,24,Right-Back,RSC Anderlecht,€3.00m,out,Summer,3,Ligue 1,2016,2016/2017,France,D. Appiah,D. Appiah,Stade Malherbe Caen,France,"RB, LB, CB",70,75,1500000,20000,Right,Medium/Medium,Normal (170-185),66,33,65,68,34,57,47,44,62,60,71,73,62,62,64,41,92,80,70,38,75,68,49,52,47,73,72,74,9,8,11,13,9
161,Olympique Marseille,Mario Lemina,22,Defensive Midfield,Juventus,€9.80m,out,Summer,9.8,Ligue 1,2016,2016/2017,France,M. Lemina,M. Lemina,Juventus,Gabon,"CDM, CM, RB",75,81,4800000,50000,Right,Medium/Medium,Normal (170-185),62,48,57,76,43,73,54,52,76,75,73,66,70,76,63,60,55,73,76,57,78,74,64,70,55,73,74,71,12,9,15,8,16
162,Juventus FC,Mario Lemina,22,Defensive Midfield,Marseille,€9.80m,in,Summer,9.8,Serie A,2016,2016/2017,Italy,M. Lemina,M. Lemina,Juventus,Gabon,"CDM, CM, RB",75,81,4800000,50000,Right,Medium/Medium,Normal (170-185),62,48,57,76,43,73,54,52,76,75,73,66,70,76,63,60,55,73,76,57,78,74,64,70,55,73,74,71,12,9,15,8,16
170,FC Toulouse,Jessy Pi,22,Defensive Midfield,Monaco,€700Th.,in,Summer,0.7,Ligue 1,2016,2016/2017,France,J. Pi,J. Pi,ESTAC Troyes,France,"CDM, CM",64,74,625000,5000,Right,Medium/Medium,Normal (170-185),51,34,56,72,41,53,45,54,67,65,69,66,73,68,68,57,52,71,58,48,67,63,45,61,57,54,60,55,6,13,13,12,11
171,AS Monaco,Jessy Pi,22,Defensive Midfield,Toulouse,€700Th.,out,Summer,0.7,Ligue 1,2016,2016/2017,France,J. Pi,J. Pi,ESTAC Troyes,France,"CDM, CM",64,74,625000,5000,Right,Medium/Medium,Normal (170-185),51,34,56,72,41,53,45,54,67,65,69,66,73,68,68,57,52,71,58,48,67,63,45,61,57,54,60,55,6,13,13,12,11
206,Olympique Marseille,Abdelaziz Barrada,27,Attacking Midfield,Al-Nasr,€2.00m,out,Summer,2,Ligue 1,2016,2016/2017,France,A. Barrada,A. Barrada,Olympique de Marseille,Morocco,"CAM, RM, LM",74,78,4300000,60000,Right,Medium/Medium,Normal (170-185),73,64,47,76,63,78,76,78,72,75,73,76,80,75,72,74,68,63,68,75,70,36,71,74,71,35,42,33,11,7,6,16,7
218,FC Schalke 04,Christian Clemens,24,Right Winger,1.FSV Mainz 05,€2.00m,out,Summer,2,1 Bundesliga,2016,2016/2017,Germany,C. Clemens,C. Clemens,1. FSV Mainz 05,Germany,"LM, RM",74,78,4300000,35000,Right,Medium/Medium,Normal (170-185),70,66,68,74,61,74,76,69,67,74,85,85,73,73,71,77,69,68,67,73,60,39,73,71,55,32,45,37,16,6,12,15,6
219,1.FSV Mainz 05,Christian Clemens,24,Right Winger,FC Schalke 04,€2.00m,in,Summer,2,1 Bundesliga,2016,2016/2017,Germany,C. Clemens,C. Clemens,1. FSV Mainz 05,Germany,"LM, RM",74,78,4300000,35000,Right,Medium/Medium,Normal (170-185),70,66,68,74,61,74,76,69,67,74,85,85,73,73,71,77,69,68,67,73,60,39,73,71,55,32,45,37,16,6,12,15,6
231,Bayern Munich,Mario Götze,24,Attacking Midfield,Bor. Dortmund,€22.00m,out,Summer,22,1 Bundesliga,2016,2016/2017,Germany,M. Gotze,M. Götze,FC Bayern München,Germany,"CAM, LM, CF, CM",84,88,38000000,170000,Right,Medium/Medium,Normal (170-185),76,78,54,85,83,88,80,74,75,90,76,68,87,85,84,68,70,68,64,62,48,53,84,84,65,16,29,26,14,7,12,6,10
232,Borussia Dortmund,Mario Götze,24,Attacking Midfield,Bayern Munich,€22.00m,in,Summer,22,1 Bundesliga,2016,2016/2017,Germany,M. Gotze,M. Götze,FC Bayern München,Germany,"CAM, LM, CF, CM",84,88,38000000,170000,Right,Medium/Medium,Normal (170-185),76,78,54,85,83,88,80,74,75,90,76,68,87,85,84,68,70,68,64,62,48,53,84,84,65,16,29,26,14,7,12,6,10
257,Hertha BSC,Alexander Esswein,26,Right Winger,FC Augsburg,€2.50m,in,Summer,2.5,1 Bundesliga,2016,2016/2017,Germany,A. Esswein,A. Esswein,FC Augsburg,Germany,"RM, LM",72,77,2700000,20000,Right,Medium/Medium,Normal (170-185),67,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,74,28,70,59,60,18,20,27,7,16,10,12,11
258,FC Augsburg,Alexander Esswein,26,Right Winger,Hertha BSC,€2.50m,out,Summer,2.5,1 Bundesliga,2016,2016/2017,Germany,A. Esswein,A. Esswein,FC Augsburg,Germany,"RM, LM",72,77,2700000,20000,Right,Medium/Medium,Normal (170-185),67,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,74,28,70,59,60,18,20,27,7,16,10,12,11
269,FC Augsburg,Tobias Werner,31,Left Winger,VfB Stuttgart,€1.00m,out,Summer,1,1 Bundesliga,2016,2016/2017,Germany,T. Werner,T. Werner,VfB Stuttgart,Germany,"LM, ST",72,84,3400000,15000,Right,Medium/Medium,Normal (170-185),64,71,57,71,69,77,59,31,55,75,91,90,78,69,76,65,64,67,58,64,46,24,71,60,63,17,20,19,9,9,8,15,9
271,RB Leipzig,Timo Werner,20,Centre-Forward,VfB Stuttgart,€22.20m,in,Summer,22.2,1 Bundesliga,2016,2016/2017,Germany,T. Werner,T. Werner,VfB Stuttgart,Germany,"LM, ST",72,84,3400000,15000,Right,Medium/Medium,Normal (170-185),64,71,57,71,69,77,59,31,55,75,91,90,78,69,76,65,64,67,58,64,46,24,71,60,63,17,20,19,9,9,8,15,9
272,SV Werder Bremen,Serge Gnabry,21,Right Winger,Arsenal,€5.00m,in,Summer,5,1 Bundesliga,2016,2016/2017,Germany,S. Gnabry,S. Gnabry,West Bromwich Albion,Germany,RM,70,82,2200000,15000,Right,Medium/Medium,Normal (170-185),68,58,47,70,45,76,54,38,62,74,85,84,78,60,80,65,64,62,66,59,58,37,65,66,66,43,46,45,14,10,10,9,7
273,Arsenal FC,Serge Gnabry,21,Right Winger,Werder Bremen,€5.00m,out,Summer,5,Premier League,2016,2016/2017,England,S. Gnabry,S. Gnabry,West Bromwich Albion,Germany,RM,70,82,2200000,15000,Right,Medium/Medium,Normal (170-185),68,58,47,70,45,76,54,38,62,74,85,84,78,60,80,65,64,62,66,59,58,37,65,66,66,43,46,45,14,10,10,9,7
287,1.FSV Mainz 05,José Rodríguez,21,Central Midfield,Galatasaray,€2.15m,in,Summer,2.15,1 Bundesliga,2016,2016/2017,Germany,J. Rodriguez,J. Rodríguez,Real Madrid CF,Colombia,"CAM, CM, RM",87,93,62500000,210000,Left,Medium/Medium,Normal (170-185),88,85,68,84,91,87,82,86,80,85,78,78,83,85,74,86,55,74,71,87,74,58,83,87,81,25,47,30,15,15,15,5,14
292,SV Werder Bremen,Felix Kroos,25,Central Midfield,Union Berlin,€500Th.,out,Summer,0.5,1 Bundesliga,2016,2016/2017,Germany,F. Kroos,F. Kroos,SV Werder Bremen,Germany,"CDM, CB",72,76,2400000,20000,Right,Medium/Medium,Normal (170-185),50,51,63,76,58,67,65,62,70,72,66,65,67,71,68,70,71,72,71,66,75,73,59,65,57,72,73,69,10,8,11,15,13
294,TSG 1899 Hoffenheim,Lukas Rupp,25,Central Midfield,VfB Stuttgart,€5.00m,in,Summer,5,1 Bundesliga,2016,2016/2017,Germany,L. Rupp,L. Rupp,VfB Stuttgart,Germany,"CM, RM, CAM",71,75,2100000,20000,Right,Medium/Medium,Normal (170-185),69,60,45,74,58,75,73,60,71,77,68,67,77,73,78,73,68,83,58,64,53,60,66,69,63,59,56,58,9,8,11,16,14
295,VfL Wolfsburg,Mario Gómez,31,Centre-Forward,Fiorentina,€1.05m,in,Summer,1.05,1 Bundesliga,2016,2016/2017,Germany,M. Gomez,Moi Gómez,Getafe CF,Spain,"LM, RM",76,83,7500000,40000,Right,Medium/Medium,Normal (170-185),77,68,54,81,62,81,80,64,72,80,76,74,78,75,83,72,75,67,63,69,52,51,74,76,63,35,47,34,12,7,16,7,7
296,ACF Fiorentina,Mario Gómez,31,Centre-Forward,VfL Wolfsburg,€1.05m,out,Summer,1.05,Serie A,2016,2016/2017,Italy,M. Gomez,Moi Gómez,Getafe CF,Spain,"LM, RM",76,83,7500000,40000,Right,Medium/Medium,Normal (170-185),77,68,54,81,62,81,80,64,72,80,76,74,78,75,83,72,75,67,63,69,52,51,74,76,63,35,47,34,12,7,16,7,7
313,FC Ingolstadt 04,Robert Bauer,21,Centre-Back,Werder Bremen,€2.50m,out,Summer,2.5,1 Bundesliga,2016,2016/2017,Germany,R. Bauer,R. Bauer,FC Ingolstadt 04,Germany,"CDM, CM, RB",66,73,750000,4000,Right,Medium/Medium,Normal (170-185),47,40,53,68,38,56,45,47,65,64,61,55,66,63,65,59,65,68,74,56,72,67,47,60,44,57,66,64,11,7,14,11,15
314,SV Werder Bremen,Robert Bauer,21,Centre-Back,FC Ingolstadt,€2.50m,in,Summer,2.5,1 Bundesliga,2016,2016/2017,Germany,R. Bauer,R. Bauer,FC Ingolstadt 04,Germany,"CDM, CM, RB",66,73,750000,4000,Right,Medium/Medium,Normal (170-185),47,40,53,68,38,56,45,47,65,64,61,55,66,63,65,59,65,68,74,56,72,67,47,60,44,57,66,64,11,7,14,11,15
389,Liverpool FC,Jordon Ibe,20,Right Winger,Bournemouth,€18.00m,out,Summer,18,Premier League,2016,2016/2017,England,J. Ibe,J. Ibe,Liverpool,England,"LW, RW",71,81,2400000,30000,Right,Medium/Medium,Normal (170-185),66,65,35,65,50,77,65,24,56,74,86,86,74,64,80,68,60,69,71,65,34,46,67,54,57,45,55,53,13,15,7,13,13
390,AFC Bournemouth,Jordon Ibe,20,Right Winger,Liverpool,€18.00m,in,Summer,18,Premier League,2016,2016/2017,England,J. Ibe,J. Ibe,Liverpool,England,"LW, RW",71,81,2400000,30000,Right,Medium/Medium,Normal (170-185),66,65,35,65,50,77,65,24,56,74,86,86,74,64,80,68,60,69,71,65,34,46,67,54,57,45,55,53,13,15,7,13,13
395,Middlesbrough FC,Adama Traoré,20,Right Winger,Aston Villa,€8.25m,in,Summer,8.25,Premier League,2016,2016/2017,England,A. Traore,A. Traoré,FC Lorient,Burkina Faso,"CM, CDM, CAM",71,72,1800000,25000,Left,Medium/Medium,Normal (170-185),69,67,67,76,68,74,79,77,73,78,73,74,75,76,81,87,61,45,57,78,48,55,70,73,74,67,65,57,10,12,14,14,12
396,Middlesbrough FC,Adama Traoré,20,Right Winger,Aston Villa,€8.25m,in,Summer,8.25,Premier League,2016,2016/2017,England,A. Traore,A. Traoré,FC Girondins de Bordeaux,Mali,"CM, CDM",71,74,1900000,30000,Right,Medium/Medium,Normal (170-185),62,63,60,77,62,77,66,49,74,78,73,69,76,68,69,66,51,61,63,61,56,64,57,72,48,67,64,61,8,14,15,11,9
408,Watford FC,Almen Abdi,29,Central Midfield,Sheff Wed,€3.60m,out,Summer,3.6,Premier League,2016,2016/2017,England,A. Abdi,A. Abdi,Watford,Switzerland,"CAM, CM",73,73,2900000,50000,Right,Medium/Medium,Normal (170-185),68,63,59,77,64,74,68,74,72,76,69,67,67,74,70,72,60,69,56,71,74,48,69,75,66,52,60,57,9,6,8,11,8
409,AFC Bournemouth,Eunan O'Kane,26,Central Midfield,Leeds,€500Th.,out,Summer,0.5,Premier League,2016,2016/2017,England,E. O'Kane,E. O'Kane,AFC Bournemouth,Republic of Ireland,"CM, CDM",68,72,1100000,9000,Right,Medium/Medium,Normal (170-185),61,49,47,73,28,68,48,56,69,69,76,73,84,66,82,60,70,81,58,53,54,68,63,70,56,63,59,57,13,9,13,12,10
416,Swansea City,Alberto Paloschi,26,Centre-Forward,Atalanta BC,€6.70m,out,Summer,6.7,Premier League,2016,2016/2017,England,A. Paloschi,A. Paloschi,Chievo Verona,Italy,ST,77,81,9000000,50000,Right,Medium/Medium,Normal (170-185),52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,89,78,78,41,83,21,86,59,79,12,16,16,15,15,10,13,5
417,Atalanta BC,Alberto Paloschi,26,Centre-Forward,Swansea,€6.70m,in,Summer,6.7,Serie A,2016,2016/2017,Italy,A. Paloschi,A. Paloschi,Chievo Verona,Italy,ST,77,81,9000000,50000,Right,Medium/Medium,Normal (170-185),52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,89,78,78,41,83,21,86,59,79,12,16,16,15,15,10,13,5
419,Crystal Palace,Dwight Gayle,26,Centre-Forward,Newcastle,€12.00m,out,Summer,12,Premier League,2016,2016/2017,England,D. Gayle,D. Gayle,Crystal Palace,England,ST,71,75,2200000,20000,Right,Medium/Medium,Normal (170-185),59,74,67,58,68,69,45,75,52,68,87,83,84,68,80,72,71,66,60,69,41,35,72,34,72,12,21,13,10,7,16,8,8
471,Chievo Verona,Fabrizio Cacciatore,29,Right-Back,Sampdoria,€522Th.,in,Summer,0.522,Serie A,2016,2016/2017,Italy,F. Cacciatore,F. Cacciatore,Chievo Verona,Italy,"RB, LB",72,72,1600000,25000,Right,Medium/Medium,Normal (170-185),69,45,68,65,45,59,53,38,59,61,75,79,77,67,72,71,77,79,75,56,74,71,55,45,39,73,74,77,5,14,10,13,5
472,UC Sampdoria,Fabrizio Cacciatore,29,Right-Back,Chievo Verona,€522Th.,out,Summer,0.522,Serie A,2016,2016/2017,Italy,F. Cacciatore,F. Cacciatore,Chievo Verona,Italy,"RB, LB",72,72,1600000,25000,Right,Medium/Medium,Normal (170-185),69,45,68,65,45,59,53,38,59,61,75,79,77,67,72,71,77,79,75,56,74,71,55,45,39,73,74,77,5,14,10,13,5
478,Bologna FC 1909,Lorenzo Crisetig,23,Defensive Midfield,Inter,€2.70m,in,Summer,2.7,Serie A,2016,2016/2017,Italy,L. Crisetig,L. Crisetig,Bologna,Italy,"CM, CDM",73,80,4000000,30000,Left,Medium/Medium,Normal (170-185),62,33,68,80,58,66,61,60,76,78,58,64,68,71,68,67,72,78,78,68,56,70,56,75,60,50,70,60,4,4,4,4,4
479,Inter Milan,Lorenzo Crisetig,23,Defensive Midfield,Bologna,€2.70m,out,Summer,2.7,Serie A,2016,2016/2017,Italy,L. Crisetig,L. Crisetig,Bologna,Italy,"CM, CDM",73,80,4000000,30000,Left,Medium/Medium,Normal (170-185),62,33,68,80,58,66,61,60,76,78,58,64,68,71,68,67,72,78,78,68,56,70,56,75,60,50,70,60,4,4,4,4,4
484,SS Lazio,Ogenyi Onazi,23,Defensive Midfield,Trabzonspor,€3.50m,out,Summer,3.5,Serie A,2016,2016/2017,Italy,O. Onazi,O. Onazi,Lazio,Nigeria,CM,75,81,5500000,40000,Right,Medium/Medium,Normal (170-185),67,49,52,76,59,73,71,60,76,77,83,78,89,71,91,74,55,84,68,77,75,76,69,73,60,64,77,77,13,9,13,14,7
